y2_statefips,y2_countyfips,y1_statefips,y1_countyfips,y1_state,y1_countyname,n1,n2,agi
1,1,1,51,AL,Elmore County,475,935,23050
1,1,1,101,AL,Montgomery County,376,776,21224
1,1,1,47,AL,Dallas County,60,124,2285
1,1,1,21,AL,Chilton County,57,114,2482
1,1,1,73,AL,Jefferson County,45,71,2476
1,1,1,117,AL,Shelby County,32,85,2512
1,1,1,3,AL,Baldwin County,26,62,2443
1,1,1,123,AL,Tallapoosa County,20,36,710
1,3,1,97,AL,Mobile County,996,1821,73969
1,3,12,33,FL,Escambia County,456,841,25977
1,3,1,73,AL,Jefferson County,193,342,17847
1,3,1,117,AL,Shelby County,137,265,14296
1,3,12,113,FL,Santa Rosa County,103,196,12142
1,3,1,125,AL,Tuscaloosa County,92,174,8012
1,3,1,89,AL,Madison County,84,145,9425
1,3,1,53,AL,Escambia County,75,158,3402
1,3,1,101,AL,Montgomery County,74,123,8441
1,3,47,157,TN,Shelby County,58,101,5478
1,3,1,81,AL,Lee County,56,86,3401
1,3,1,99,AL,Monroe County,53,103,3589
1,3,28,47,MS,Harrison County,53,94,2722
1,3,12,91,FL,Okaloosa County,51,100,4332
1,3,1,51,AL,Elmore County,49,100,3324
1,3,28,59,MS,Jackson County,47,82,4662
1,3,1,115,AL,St. Clair County,45,93,3648
1,3,4,13,AZ,Maricopa County,45,82,3821
1,3,13,67,GA,Cobb County,45,88,7779
1,3,47,37,TN,Davidson County,44,79,6486
1,3,48,201,TX,Harris County,43,74,5932
1,3,22,103,LA,St. Tammany Parish,42,77,5296
1,3,12,11,FL,Broward County,41,71,3118
1,3,13,121,GA,Fulton County,38,61,5179
1,3,22,51,LA,Jefferson Parish,38,70,2930
1,3,13,135,GA,Gwinnett County,37,76,3864
1,3,1,55,AL,Etowah County,36,74,1794
1,3,17,31,IL,Cook County,36,59,2784
1,3,6,73,CA,San Diego County,35,68,4603
1,3,1,1,AL,Autauga County,34,63,2101
1,3,6,37,CA,Los Angeles County,32,54,2223
1,3,1,15,AL,Calhoun County,31,53,1434
1,3,6,65,CA,Riverside County,31,60,3359
1,3,12,95,FL,Orange County,31,56,2532
1,3,1,103,AL,Morgan County,30,53,2058
1,3,22,71,LA,Orleans Parish,30,41,3607
1,3,12,31,FL,Duval County,28,46,1155
1,3,1,25,AL,Clarke County,27,49,2179
1,3,12,5,FL,Bay County,27,48,2398
1,3,48,121,TX,Denton County,26,54,3294
1,3,1,69,AL,Houston County,25,53,1753
1,3,22,33,LA,East Baton Rouge Parish,25,42,2784
1,3,1,121,AL,Talladega County,24,42,1443
1,3,8,59,CO,Jefferson County,24,40,2330
1,3,48,85,TX,Collin County,24,53,4114
1,3,48,439,TX,Tarrant County,24,46,2225
1,3,1,21,AL,Chilton County,23,47,2346
1,3,1,95,AL,Marshall County,23,47,2449
1,3,47,187,TN,Williamson County,23,45,2336
1,3,48,29,TX,Bexar County,23,48,1920
1,3,1,77,AL,Lauderdale County,22,49,2084
1,3,8,41,CO,El Paso County,22,46,1466
1,3,12,57,FL,Hillsborough County,22,43,1684
1,3,47,149,TN,Rutherford County,22,44,1777
1,3,12,103,FL,Pinellas County,21,51,1166
1,3,13,57,GA,Cherokee County,21,43,2816
1,3,13,223,GA,Paulding County,21,34,1199
1,3,1,83,AL,Limestone County,20,37,1889
1,3,1,127,AL,Walker County,20,38,1840
1,3,13,77,GA,Coweta County,20,38,2036
1,3,47,165,TN,Sumner County,20,42,1651
1,5,1,67,AL,Henry County,36,77,1050
1,5,1,69,AL,Houston County,30,58,960
1,5,1,45,AL,Dale County,21,36,672
1,5,13,239,GA,Quitman County,21,37,658
1,7,1,125,AL,Tuscaloosa County,124,245,6138
1,7,1,73,AL,Jefferson County,86,156,4128
1,7,1,117,AL,Shelby County,60,100,3335
1,7,1,21,AL,Chilton County,22,45,879
1,9,1,73,AL,Jefferson County,501,1034,27744
1,9,1,43,AL,Cullman County,105,202,4534
1,9,1,95,AL,Marshall County,86,190,3629
1,9,1,115,AL,St. Clair County,83,160,4120
1,9,1,55,AL,Etowah County,68,133,2045
1,9,1,117,AL,Shelby County,63,112,3622
1,9,1,127,AL,Walker County,39,76,1913
1,9,1,89,AL,Madison County,29,62,2003
1,9,1,103,AL,Morgan County,20,32,720
1,11,1,101,AL,Montgomery County,25,54,800
1,13,1,101,AL,Montgomery County,40,80,1736
1,13,1,41,AL,Crenshaw County,35,70,1057
1,15,1,121,AL,Talladega County,408,828,17543
1,15,1,55,AL,Etowah County,207,402,7758
1,15,1,73,AL,Jefferson County,116,203,5053
1,15,1,115,AL,St. Clair County,109,190,4473
1,15,1,29,AL,Cleburne County,81,165,3191
1,15,1,19,AL,Cherokee County,58,118,2137
1,15,1,27,AL,Clay County,51,89,1523
1,15,1,117,AL,Shelby County,48,80,2824
1,15,1,111,AL,Randolph County,46,80,2214
1,15,1,89,AL,Madison County,41,66,2920
1,15,13,223,GA,Paulding County,35,79,1651
1,15,1,95,AL,Marshall County,30,58,1366
1,15,13,45,GA,Carroll County,28,77,1138
1,15,1,49,AL,DeKalb County,23,43,423
1,15,1,81,AL,Lee County,22,39,1273
1,15,13,67,GA,Cobb County,20,29,928
1,15,13,115,GA,Floyd County,20,46,761
1,17,1,81,AL,Lee County,234,450,11359
1,17,13,285,GA,Troup County,141,290,5734
1,17,1,111,AL,Randolph County,36,74,1119
1,19,13,115,GA,Floyd County,89,160,5713
1,19,1,55,AL,Etowah County,71,130,3065
1,19,1,49,AL,DeKalb County,62,138,2884
1,19,1,15,AL,Calhoun County,58,115,2571
1,19,13,55,GA,Chattooga County,26,62,964
1,19,13,223,GA,Paulding County,26,70,1919
1,19,13,233,GA,Polk County,22,46,1474
1,21,1,117,AL,Shelby County,341,713,16581
1,21,1,73,AL,Jefferson County,87,160,4019
1,21,1,1,AL,Autauga County,78,183,3232
1,21,1,7,AL,Bibb County,50,115,1901
1,21,1,51,AL,Elmore County,40,68,1711
1,21,1,101,AL,Montgomery County,25,47,1242
1,21,1,125,AL,Tuscaloosa County,24,41,1056
1,25,1,97,AL,Mobile County,41,71,1370
1,25,1,129,AL,Washington County,31,61,1606
1,25,1,131,AL,Wilcox County,31,65,995
1,25,1,91,AL,Marengo County,27,53,1264
1,27,1,121,AL,Talladega County,51,106,2057
1,27,1,111,AL,Randolph County,30,69,1377
1,27,1,123,AL,Tallapoosa County,26,46,716
1,27,1,15,AL,Calhoun County,21,35,618
1,29,13,45,GA,Carroll County,87,193,4139
1,29,1,15,AL,Calhoun County,75,144,4019
1,29,13,143,GA,Haralson County,40,95,1787
1,29,1,111,AL,Randolph County,24,47,1057
1,31,1,45,AL,Dale County,317,708,17136
1,31,1,69,AL,Houston County,105,210,4205
1,31,1,61,AL,Geneva County,81,163,3526
1,31,1,39,AL,Covington County,70,136,2170
1,31,1,109,AL,Pike County,69,131,3233
1,31,8,41,CO,El Paso County,35,91,2469
1,31,47,125,TN,Montgomery County,28,66,1590
1,31,48,141,TX,El Paso County,25,70,2260
1,31,12,5,FL,Bay County,22,42,968
1,31,12,91,FL,Okaloosa County,22,50,1373
1,33,1,77,AL,Lauderdale County,508,934,20821
1,33,1,59,AL,Franklin County,167,325,7810
1,33,1,79,AL,Lawrence County,50,109,2069
1,33,1,89,AL,Madison County,49,89,4526
1,33,1,103,AL,Morgan County,34,49,2013
1,33,1,83,AL,Limestone County,22,39,961
1,35,1,53,AL,Escambia County,35,71,1742
1,35,1,99,AL,Monroe County,34,72,1223
1,37,1,123,AL,Tallapoosa County,65,141,2123
1,37,1,121,AL,Talladega County,64,118,2757
1,39,12,91,FL,Okaloosa County,65,138,3107
1,39,1,31,AL,Coffee County,54,106,3183
1,39,12,131,FL,Walton County,37,93,1628
1,39,1,41,AL,Crenshaw County,33,70,1087
1,39,12,33,FL,Escambia County,31,56,1368
1,39,12,113,FL,Santa Rosa County,25,54,1258
1,39,1,61,AL,Geneva County,21,47,595
1,39,1,69,AL,Houston County,20,41,714
1,41,1,109,AL,Pike County,53,102,1863
1,41,1,101,AL,Montgomery County,46,91,5842
1,41,1,39,AL,Covington County,32,61,948
1,41,1,13,AL,Butler County,29,62,929
1,41,1,31,AL,Coffee County,25,59,1242
1,43,1,73,AL,Jefferson County,229,443,19343
1,43,1,103,AL,Morgan County,216,442,10414
1,43,1,9,AL,Blount County,150,331,7561
1,43,1,95,AL,Marshall County,131,282,4908
1,43,1,89,AL,Madison County,117,226,12437
1,43,1,127,AL,Walker County,63,117,3264
1,43,1,133,AL,Winston County,62,126,2816
1,43,1,117,AL,Shelby County,53,103,3476
1,43,1,83,AL,Limestone County,32,65,2373
1,43,1,3,AL,Baldwin County,28,53,2117
1,43,1,115,AL,St. Clair County,20,39,1440
1,43,1,125,AL,Tuscaloosa County,20,37,633
1,45,1,69,AL,Houston County,387,823,17354
1,45,1,31,AL,Coffee County,280,577,11946
1,45,1,67,AL,Henry County,53,111,2131
1,45,1,5,AL,Barbour County,52,101,1485
1,45,47,125,TN,Montgomery County,40,107,2271
1,45,1,61,AL,Geneva County,38,77,1960
1,45,15,3,HI,Honolulu County,33,98,1932
1,45,1,109,AL,Pike County,30,48,881
1,45,48,27,TX,Bell County,28,96,1718
1,45,48,141,TX,El Paso County,27,63,1740
1,45,8,41,CO,El Paso County,26,69,1473
1,45,37,51,NC,Cumberland County,26,58,1706
1,45,53,53,WA,Pierce County,21,45,1673
1,45,12,5,FL,Bay County,20,35,1103
1,45,12,91,FL,Okaloosa County,20,39,1212
1,47,1,101,AL,Montgomery County,71,153,1800
1,47,1,1,AL,Autauga County,42,85,1348
1,47,1,73,AL,Jefferson County,35,59,1359
1,49,1,71,AL,Jackson County,193,412,6825
1,49,1,95,AL,Marshall County,189,406,7393
1,49,1,55,AL,Etowah County,84,182,4029
1,49,1,19,AL,Cherokee County,61,123,2634
1,49,47,65,TN,Hamilton County,51,95,2687
1,49,1,89,AL,Madison County,37,72,2517
1,49,13,83,GA,Dade County,22,42,1233
1,49,1,73,AL,Jefferson County,20,37,1115
1,51,1,101,AL,Montgomery County,751,1488,32556
1,51,1,1,AL,Autauga County,463,909,25789
1,51,1,123,AL,Tallapoosa County,111,241,5556
1,51,1,81,AL,Lee County,75,120,3524
1,51,1,73,AL,Jefferson County,53,82,3882
1,51,1,117,AL,Shelby County,50,88,9691
1,51,1,21,AL,Chilton County,40,71,1956
1,51,1,47,AL,Dallas County,32,59,1138
1,51,1,3,AL,Baldwin County,30,59,2149
1,51,1,87,AL,Macon County,29,57,1052
1,51,1,97,AL,Mobile County,20,32,1852
1,51,1,121,AL,Talladega County,20,30,586
1,53,12,33,FL,Escambia County,137,287,5382
1,53,1,3,AL,Baldwin County,93,178,3304
1,53,12,113,FL,Santa Rosa County,61,125,2390
1,53,1,35,AL,Conecuh County,48,97,1593
1,53,1,99,AL,Monroe County,41,93,1509
1,53,1,97,AL,Mobile County,33,74,1442
1,55,1,95,AL,Marshall County,253,497,21929
1,55,1,15,AL,Calhoun County,213,395,8703
1,55,1,73,AL,Jefferson County,126,213,9175
1,55,1,115,AL,St. Clair County,121,238,7334
1,55,1,49,AL,DeKalb County,100,187,4281
1,55,1,19,AL,Cherokee County,75,153,2249
1,55,1,9,AL,Blount County,68,133,2648
1,55,1,121,AL,Talladega County,46,88,1797
1,55,1,89,AL,Madison County,39,83,2527
1,55,1,117,AL,Shelby County,34,57,1686
1,55,1,3,AL,Baldwin County,23,45,1192
1,57,1,93,AL,Marion County,64,140,2781
1,57,1,125,AL,Tuscaloosa County,59,121,2689
1,57,1,127,AL,Walker County,31,67,1113
1,57,1,75,AL,Lamar County,23,46,1101
1,59,1,33,AL,Colbert County,105,226,4126
1,59,1,77,AL,Lauderdale County,54,86,1782
1,59,1,93,AL,Marion County,47,111,2074
1,59,1,133,AL,Winston County,27,56,896
1,59,28,141,MS,Tishomingo County,27,68,1870
1,59,1,79,AL,Lawrence County,21,46,872
1,61,1,69,AL,Houston County,158,338,9097
1,61,1,31,AL,Coffee County,72,145,2918
1,61,1,45,AL,Dale County,58,118,2311
1,61,12,59,FL,Holmes County,40,106,1309
1,61,1,39,AL,Covington County,25,56,733
1,61,12,131,FL,Walton County,21,40,132
1,63,1,125,AL,Tuscaloosa County,59,119,1796
1,65,1,125,AL,Tuscaloosa County,233,506,10693
1,65,1,91,AL,Marengo County,20,42,1183
1,67,1,69,AL,Houston County,225,455,13373
1,67,1,45,AL,Dale County,43,92,2791
1,67,1,5,AL,Barbour County,35,79,2787
1,69,1,45,AL,Dale County,387,767,17312
1,69,1,67,AL,Henry County,180,345,6691
1,69,1,31,AL,Coffee County,133,258,7230
1,69,1,61,AL,Geneva County,126,234,6098
1,69,12,5,FL,Bay County,82,168,4491
1,69,12,63,FL,Jackson County,70,141,2664
1,69,1,5,AL,Barbour County,46,87,2248
1,69,1,73,AL,Jefferson County,43,68,2841
1,69,12,57,FL,Hillsborough County,35,55,1887
1,69,1,109,AL,Pike County,34,57,1226
1,69,1,101,AL,Montgomery County,30,61,1680
1,69,1,81,AL,Lee County,29,50,1526
1,69,12,133,FL,Washington County,29,62,978
1,69,13,99,GA,Early County,27,50,854
1,69,12,91,FL,Okaloosa County,26,55,1370
1,69,4,13,AZ,Maricopa County,24,41,1487
1,69,1,39,AL,Covington County,21,39,592
1,69,1,117,AL,Shelby County,21,34,1125
1,69,12,33,FL,Escambia County,21,33,931
1,69,1,89,AL,Madison County,20,34,889
1,69,1,97,AL,Mobile County,20,32,1267
1,69,12,73,FL,Leon County,20,48,1479
1,69,13,253,GA,Seminole County,20,42,-289
1,71,1,49,AL,DeKalb County,179,351,-33959
1,71,1,89,AL,Madison County,173,357,12618
1,71,1,95,AL,Marshall County,76,151,3137
1,71,47,115,TN,Marion County,68,132,2485
1,71,47,65,TN,Hamilton County,40,80,2404
1,71,13,83,GA,Dade County,33,75,1837
1,73,1,117,AL,Shelby County,2346,3909,207738
1,73,1,115,AL,St. Clair County,656,1220,41497
1,73,1,125,AL,Tuscaloosa County,638,1044,34848
1,73,1,9,AL,Blount County,337,677,17648
1,73,1,89,AL,Madison County,303,462,14759
1,73,1,101,AL,Montgomery County,292,444,17744
1,73,1,127,AL,Walker County,284,509,14349
1,73,1,97,AL,Mobile County,228,355,10971
1,73,13,121,GA,Fulton County,177,253,20702
1,73,1,81,AL,Lee County,145,222,7831
1,73,1,121,AL,Talladega County,139,230,5206
1,73,1,43,AL,Cullman County,138,198,6186
1,73,1,3,AL,Baldwin County,133,201,10190
1,73,1,55,AL,Etowah County,128,217,4899
1,73,1,15,AL,Calhoun County,127,202,5533
1,73,47,37,TN,Davidson County,126,198,16682
1,73,13,67,GA,Cobb County,110,182,8562
1,73,1,7,AL,Bibb County,93,170,4979
1,73,13,89,GA,DeKalb County,90,151,6292
1,73,48,201,TX,Harris County,90,151,7662
1,73,13,135,GA,Gwinnett County,89,165,3958
1,73,1,103,AL,Morgan County,79,126,3605
1,73,1,51,AL,Elmore County,76,102,4034
1,73,17,31,IL,Cook County,71,108,6405
1,73,47,157,TN,Shelby County,70,131,4838
1,73,1,21,AL,Chilton County,69,112,2799
1,73,1,69,AL,Houston County,66,98,3060
1,73,6,37,CA,Los Angeles County,65,107,6476
1,73,12,33,FL,Escambia County,60,93,3830
1,73,1,77,AL,Lauderdale County,57,103,2715
1,73,4,13,AZ,Maricopa County,53,97,2935
1,73,47,65,TN,Hamilton County,53,90,3663
1,73,1,95,AL,Marshall County,52,85,1989
1,73,1,83,AL,Limestone County,49,80,2381
1,73,48,113,TX,Dallas County,48,78,3430
1,73,48,439,TX,Tarrant County,46,93,2429
1,73,37,119,NC,Mecklenburg County,45,82,5332
1,73,1,1,AL,Autauga County,44,82,2145
1,73,12,5,FL,Bay County,41,62,2647
1,73,12,31,FL,Duval County,40,74,2065
1,73,12,91,FL,Okaloosa County,39,80,1512
1,73,47,187,TN,Williamson County,38,75,5569
1,73,12,57,FL,Hillsborough County,37,66,4289
1,73,12,86,FL,Miami-Dade County,37,65,3054
1,73,12,95,FL,Orange County,37,75,2504
1,73,1,123,AL,Tallapoosa County,36,60,2665
1,73,6,73,CA,San Diego County,36,75,2595
1,73,22,71,LA,Orleans Parish,35,60,3584
1,73,47,149,TN,Rutherford County,35,74,2101
1,73,48,29,TX,Bexar County,35,69,3587
1,73,39,49,OH,Franklin County,34,59,2363
1,73,12,11,FL,Broward County,32,52,1381
1,73,12,113,FL,Santa Rosa County,32,53,2152
1,73,13,215,GA,Muscogee County,32,60,2050
1,73,1,47,AL,Dallas County,31,50,1286
1,73,37,183,NC,Wake County,31,45,3103
1,73,1,49,AL,DeKalb County,30,50,1145
1,73,39,35,OH,Cuyahoga County,30,54,2171
1,73,6,59,CA,Orange County,29,58,3239
1,73,22,51,LA,Jefferson Parish,29,55,2522
1,73,26,163,MI,Wayne County,29,52,885
1,73,1,109,AL,Pike County,28,34,785
1,73,1,133,AL,Winston County,28,45,2521
1,73,12,103,FL,Pinellas County,28,43,2245
1,73,22,33,LA,East Baton Rouge Parish,28,43,6196
1,73,32,3,NV,Clark County,28,46,1512
1,73,36,47,NY,Kings County,28,39,3132
1,73,11,1,DC,District of Columbia,27,39,3176
1,73,21,111,KY,Jefferson County,27,45,2812
1,73,36,61,NY,New York County,27,36,2837
1,73,6,71,CA,San Bernardino County,26,55,1675
1,73,13,63,GA,Clayton County,26,43,827
1,73,13,97,GA,Douglas County,26,39,1478
1,73,28,89,MS,Madison County,26,44,2885
1,73,13,245,GA,Richmond County,25,45,1365
1,73,45,19,SC,Charleston County,25,39,1830
1,73,47,93,TN,Knox County,25,39,1829
1,73,28,49,MS,Hinds County,24,38,1331
1,73,36,81,NY,Queens County,23,39,1939
1,73,53,33,WA,King County,23,43,3670
1,73,1,93,AL,Marion County,22,31,941
1,73,13,51,GA,Chatham County,22,46,1540
1,73,28,47,MS,Harrison County,22,35,1357
1,73,6,65,CA,Riverside County,21,38,1258
1,73,12,131,FL,Walton County,21,30,2117
1,73,26,125,MI,Oakland County,21,32,1386
1,73,48,85,TX,Collin County,21,35,1974
1,73,48,121,TX,Denton County,21,36,1914
1,73,53,53,WA,Pierce County,21,39,1563
1,73,12,99,FL,Palm Beach County,20,33,2110
1,73,18,97,IN,Marion County,20,30,754
1,73,28,87,MS,Lowndes County,20,34,915
1,75,1,93,AL,Marion County,40,86,1660
1,75,28,87,MS,Lowndes County,38,97,1800
1,75,1,57,AL,Fayette County,25,60,1173
1,77,1,33,AL,Colbert County,459,869,18885
1,77,1,83,AL,Limestone County,134,268,7670
1,77,1,89,AL,Madison County,125,223,9690
1,77,1,103,AL,Morgan County,72,129,3327
1,77,1,59,AL,Franklin County,60,125,2114
1,77,47,99,TN,Lawrence County,60,105,2451
1,77,1,73,AL,Jefferson County,44,72,2353
1,77,1,79,AL,Lawrence County,38,74,1875
1,77,47,181,TN,Wayne County,37,66,1915
1,77,47,37,TN,Davidson County,23,41,2036
1,77,1,125,AL,Tuscaloosa County,21,28,668
1,77,47,157,TN,Shelby County,21,40,2209
1,77,47,71,TN,Hardin County,20,38,909
1,79,1,103,AL,Morgan County,305,611,14803
1,79,1,33,AL,Colbert County,42,87,1720
1,79,1,77,AL,Lauderdale County,40,67,1759
1,79,1,89,AL,Madison County,36,69,1873
1,79,1,83,AL,Limestone County,30,62,1816
1,79,1,59,AL,Franklin County,21,41,589
1,81,1,113,AL,Russell County,576,1171,30154
1,81,13,215,GA,Muscogee County,408,779,22137
1,81,1,17,AL,Chambers County,296,604,14773
1,81,1,101,AL,Montgomery County,207,389,16433
1,81,1,123,AL,Tallapoosa County,196,387,22847
1,81,1,73,AL,Jefferson County,151,239,10775
1,81,1,87,AL,Macon County,143,269,5353
1,81,1,51,AL,Elmore County,88,164,5912
1,81,1,117,AL,Shelby County,73,133,5555
1,81,13,285,GA,Troup County,66,140,4605
1,81,13,145,GA,Harris County,65,113,4498
1,81,13,121,GA,Fulton County,63,113,5717
1,81,1,89,AL,Madison County,62,93,3513
1,81,1,97,AL,Mobile County,54,88,3263
1,81,13,67,GA,Cobb County,48,85,6460
1,81,1,3,AL,Baldwin County,46,76,2521
1,81,1,125,AL,Tuscaloosa County,46,72,2399
1,81,13,135,GA,Gwinnett County,46,82,3546
1,81,1,69,AL,Houston County,40,70,2613
1,81,1,111,AL,Randolph County,40,62,1254
1,81,13,89,GA,DeKalb County,39,62,4155
1,81,1,1,AL,Autauga County,34,59,2419
1,81,8,41,CO,El Paso County,30,71,1816
1,81,13,77,GA,Coweta County,28,54,2734
1,81,1,109,AL,Pike County,23,40,1540
1,81,1,121,AL,Talladega County,23,40,1149
1,81,12,5,FL,Bay County,23,35,1068
1,81,1,15,AL,Calhoun County,22,38,1430
1,81,1,5,AL,Barbour County,21,33,744
1,81,6,73,CA,San Diego County,21,41,1156
1,81,12,113,FL,Santa Rosa County,21,51,2591
1,81,47,125,TN,Montgomery County,21,47,1556
1,81,1,95,AL,Marshall County,20,28,845
1,81,47,37,TN,Davidson County,20,25,1047
1,83,1,89,AL,Madison County,1562,3233,133694
1,83,1,103,AL,Morgan County,221,402,12707
1,83,1,77,AL,Lauderdale County,113,205,6362
1,83,1,73,AL,Jefferson County,75,141,5433
1,83,47,55,TN,Giles County,67,132,3838
1,83,1,43,AL,Cullman County,40,66,2742
1,83,47,103,TN,Lincoln County,39,64,1969
1,83,1,95,AL,Marshall County,34,54,1841
1,83,1,33,AL,Colbert County,32,57,2611
1,83,1,117,AL,Shelby County,31,55,1752
1,83,1,79,AL,Lawrence County,30,55,1630
1,83,1,125,AL,Tuscaloosa County,25,45,1291
1,83,47,37,TN,Davidson County,25,39,1321
1,85,1,101,AL,Montgomery County,108,226,3244
1,87,1,81,AL,Lee County,101,211,4730
1,87,1,101,AL,Montgomery County,56,99,2392
1,87,1,123,AL,Tallapoosa County,20,51,1540
1,89,1,83,AL,Limestone County,983,1929,69667
1,89,1,103,AL,Morgan County,480,823,24938
1,89,1,73,AL,Jefferson County,388,582,23307
1,89,1,95,AL,Marshall County,294,504,20816
1,89,1,77,AL,Lauderdale County,166,268,7770
1,89,47,103,TN,Lincoln County,161,288,8883
1,89,1,71,AL,Jackson County,158,268,9842
1,89,47,37,TN,Davidson County,135,230,11700
1,89,1,125,AL,Tuscaloosa County,121,172,5955
1,89,1,117,AL,Shelby County,120,233,10721
1,89,6,37,CA,Los Angeles County,117,201,10329
1,89,1,101,AL,Montgomery County,113,181,6246
1,89,1,97,AL,Mobile County,108,150,4392
1,89,1,81,AL,Lee County,101,159,5792
1,89,1,43,AL,Cullman County,97,157,7102
1,89,1,33,AL,Colbert County,86,147,5334
1,89,1,55,AL,Etowah County,86,138,4000
1,89,17,31,IL,Cook County,81,136,5258
1,89,4,13,AZ,Maricopa County,78,156,6304
1,89,51,59,VA,Fairfax County,76,163,10820
1,89,1,3,AL,Baldwin County,75,135,5280
1,89,6,73,CA,San Diego County,75,156,8361
1,89,47,149,TN,Rutherford County,75,121,4533
1,89,47,65,TN,Hamilton County,73,128,4648
1,89,48,201,TX,Harris County,71,130,5182
1,89,8,41,CO,El Paso County,69,157,7639
1,89,47,157,TN,Shelby County,67,116,4738
1,89,48,29,TX,Bexar County,66,137,5146
1,89,12,57,FL,Hillsborough County,60,118,4683
1,89,13,67,GA,Cobb County,60,126,4456
1,89,47,125,TN,Montgomery County,58,153,4861
1,89,47,187,TN,Williamson County,58,111,3996
1,89,12,95,FL,Orange County,55,111,4513
1,89,13,121,GA,Fulton County,52,80,4565
1,89,13,135,GA,Gwinnett County,52,89,3608
1,89,32,3,NV,Clark County,52,97,3349
1,89,1,49,AL,DeKalb County,51,86,2047
1,89,1,15,AL,Calhoun County,48,84,2021
1,89,6,65,CA,Riverside County,48,87,3293
1,89,37,51,NC,Cumberland County,46,80,3088
1,89,12,9,FL,Brevard County,44,83,3521
1,89,1,79,AL,Lawrence County,43,65,1904
1,89,6,59,CA,Orange County,43,69,3521
1,89,12,33,FL,Escambia County,43,71,2463
1,89,13,89,GA,DeKalb County,43,68,2314
1,89,48,113,TX,Dallas County,41,77,4221
1,89,48,141,TX,El Paso County,41,79,2610
1,89,48,439,TX,Tarrant County,41,83,3886
1,89,1,121,AL,Talladega County,39,67,1506
1,89,51,153,VA,Prince William County,39,84,5139
1,89,47,55,TN,Giles County,38,69,2085
1,89,47,93,TN,Knox County,38,64,4026
1,89,53,33,WA,King County,37,84,5071
1,89,12,31,FL,Duval County,36,54,1785
1,89,53,53,WA,Pierce County,36,76,2886
1,89,1,69,AL,Houston County,35,57,3361
1,89,12,5,FL,Bay County,35,64,4122
1,89,12,91,FL,Okaloosa County,35,58,2450
1,89,26,163,MI,Wayne County,35,60,1959
1,89,47,119,TN,Maury County,35,57,1535
1,89,4,19,AZ,Pima County,34,66,3053
1,89,24,3,MD,Anne Arundel County,34,91,3818
1,89,12,86,FL,Miami-Dade County,32,65,2338
1,89,37,119,NC,Mecklenburg County,32,51,2383
1,89,1,115,AL,St. Clair County,31,41,1637
1,89,12,11,FL,Broward County,31,51,1423
1,89,12,99,FL,Palm Beach County,31,59,2555
1,89,13,215,GA,Muscogee County,31,53,1214
1,89,39,49,OH,Franklin County,31,48,2086
1,89,21,111,KY,Jefferson County,30,54,1984
1,89,28,105,MS,Oktibbeha County,30,54,1669
1,89,48,27,TX,Bell County,30,75,2477
1,89,1,1,AL,Autauga County,29,58,1834
1,89,1,31,AL,Coffee County,29,61,1880
1,89,13,51,GA,Chatham County,29,48,1635
1,89,1,9,AL,Blount County,28,45,945
1,89,24,33,MD,Prince George's County,28,45,1874
1,89,6,67,CA,Sacramento County,27,56,2577
1,89,48,453,TX,Travis County,27,35,1812
1,89,15,3,HI,Honolulu County,26,70,2024
1,89,37,183,NC,Wake County,26,52,1551
1,89,47,31,TN,Coffee County,26,37,1842
1,89,12,127,FL,Volusia County,25,49,2368
1,89,47,51,TN,Franklin County,25,49,2372
1,89,48,121,TX,Denton County,25,48,3373
1,89,8,35,CO,Douglas County,24,54,2866
1,89,51,13,VA,Arlington County,24,38,3317
1,89,51,107,VA,Loudoun County,24,59,3577
1,89,1,127,AL,Walker County,23,40,1547
1,89,6,71,CA,San Bernardino County,23,43,1215
1,89,12,105,FL,Polk County,23,41,1449
1,89,22,103,LA,St. Tammany Parish,23,46,1485
1,89,1,47,AL,Dallas County,22,41,559
1,89,25,17,MA,Middlesex County,22,36,2370
1,89,51,510,VA,Alexandria city,22,39,3370
1,89,1,51,AL,Elmore County,21,42,1611
1,89,24,31,MD,Montgomery County,21,32,2313
1,89,26,125,MI,Oakland County,21,42,1714
1,89,35,1,NM,Bernalillo County,21,46,2659
1,89,18,97,IN,Marion County,20,35,854
1,89,21,67,KY,Fayette County,20,34,881
1,89,27,53,MN,Hennepin County,20,23,1536
1,89,28,47,MS,Harrison County,20,36,939
1,89,28,121,MS,Rankin County,20,31,1274
1,89,36,47,NY,Kings County,20,36,1009
1,89,40,31,OK,Comanche County,20,58,1046
1,89,49,35,UT,Salt Lake County,20,39,1886
1,91,48,201,TX,Harris County,61,80,1435
1,91,1,125,AL,Tuscaloosa County,41,84,1421
1,91,1,65,AL,Hale County,29,60,1261
1,91,1,25,AL,Clarke County,28,59,465
1,93,1,133,AL,Winston County,81,153,3196
1,93,1,57,AL,Fayette County,64,129,2380
1,93,1,59,AL,Franklin County,64,142,2172
1,93,1,75,AL,Lamar County,53,111,2055
1,93,1,127,AL,Walker County,26,61,1184
1,95,1,89,AL,Madison County,370,744,31699
1,95,1,55,AL,Etowah County,230,459,9017
1,95,1,49,AL,DeKalb County,171,376,6416
1,95,1,9,AL,Blount County,113,259,5190
1,95,1,43,AL,Cullman County,107,211,4280
1,95,1,103,AL,Morgan County,94,194,6640
1,95,1,71,AL,Jackson County,77,146,3393
1,95,1,73,AL,Jefferson County,45,72,2745
