y2_statefips,y2_countyfips,y1_statefips,y1_countyfips,y1_state,y1_countyname,n1,n2,agi
36,47,8,35,CO,Douglas County,22,30,1828
36,47,13,63,GA,Clayton County,22,35,511
36,47,24,21,MD,Frederick County,22,26,1190
36,47,31,109,NE,Lancaster County,22,29,1126
36,47,42,41,PA,Cumberland County,22,31,1006
36,47,6,53,CA,Monterey County,21,27,3484
36,47,6,61,CA,Placer County,21,23,2125
36,47,12,69,FL,Lake County,21,24,1013
36,47,36,25,NY,Delaware County,21,35,1430
36,47,36,77,NY,Otsego County,21,27,1179
36,47,37,133,NC,Onslow County,21,34,874
36,47,39,17,OH,Butler County,21,23,966
36,47,6,79,CA,San Luis Obispo County,20,22,851
36,47,26,65,MI,Ingham County,20,20,585
36,47,35,49,NM,Santa Fe County,20,23,2023
36,47,41,5,OR,Clackamas County,20,23,1186
36,49,36,45,NY,Jefferson County,139,241,7359
36,49,36,65,NY,Oneida County,64,105,3344
36,49,36,89,NY,St. Lawrence County,24,37,1084
36,49,36,67,NY,Onondaga County,20,27,1024
36,51,36,55,NY,Monroe County,424,720,29914
36,51,36,101,NY,Steuben County,117,189,4909
36,51,36,69,NY,Ontario County,111,158,5133
36,51,36,121,NY,Wyoming County,66,114,3140
36,51,36,37,NY,Genesee County,65,109,3075
36,51,36,29,NY,Erie County,42,57,2915
36,51,36,3,NY,Allegany County,30,48,1112
36,53,36,67,NY,Onondaga County,448,708,27433
36,53,36,65,NY,Oneida County,378,637,19441
36,53,36,17,NY,Chenango County,78,141,4445
36,53,36,43,NY,Herkimer County,37,66,1849
36,53,36,77,NY,Otsego County,32,59,1207
36,53,36,75,NY,Oswego County,29,53,1803
36,53,36,23,NY,Cortland County,28,43,1302
36,55,36,69,NY,Ontario County,758,1158,52322
36,55,36,117,NY,Wayne County,643,978,33755
36,55,36,29,NY,Erie County,554,772,36243
36,55,36,51,NY,Livingston County,438,643,26360
36,55,36,73,NY,Orleans County,293,434,12473
36,55,36,67,NY,Onondaga County,276,357,15018
36,55,36,37,NY,Genesee County,267,407,14366
36,55,36,47,NY,Kings County,175,278,10576
36,55,36,61,NY,New York County,139,173,18446
36,55,36,81,NY,Queens County,122,222,8485
36,55,36,63,NY,Niagara County,113,180,4994
36,55,36,101,NY,Steuben County,104,172,5379
36,55,6,37,CA,Los Angeles County,103,149,7798
36,55,4,13,AZ,Maricopa County,88,134,5775
36,55,25,17,MA,Middlesex County,86,124,9221
36,55,36,103,NY,Suffolk County,86,127,4905
36,55,36,5,NY,Bronx County,82,154,4160
36,55,36,65,NY,Oneida County,80,99,3832
36,55,36,109,NY,Tompkins County,75,109,4684
36,55,36,1,NY,Albany County,71,98,3841
36,55,42,101,PA,Philadelphia County,67,99,4547
36,55,36,7,NY,Broome County,63,78,3906
36,55,36,15,NY,Chemung County,63,87,3167
36,55,17,31,IL,Cook County,62,88,5757
36,55,36,45,NY,Jefferson County,62,80,3290
36,55,36,3,NY,Allegany County,59,87,5050
36,55,12,57,FL,Hillsborough County,56,118,2717
36,55,36,121,NY,Wyoming County,54,70,2470
36,55,25,25,MA,Suffolk County,53,69,4796
36,55,48,201,TX,Harris County,53,91,3314
36,55,37,119,NC,Mecklenburg County,52,92,3602
36,55,32,3,NV,Clark County,51,75,3214
36,55,36,59,NY,Nassau County,51,78,5059
36,55,36,75,NY,Oswego County,50,63,2549
36,55,37,183,NC,Wake County,50,78,4033
36,55,42,3,PA,Allegheny County,50,77,4488
36,55,12,95,FL,Orange County,48,80,1516
36,55,12,103,FL,Pinellas County,48,64,3050
36,55,36,123,NY,Yates County,48,61,4224
36,55,12,11,FL,Broward County,47,79,6151
36,55,6,73,CA,San Diego County,46,77,4071
36,55,36,13,NY,Chautauqua County,46,78,2285
36,55,36,119,NY,Westchester County,46,86,4163
36,55,8,31,CO,Denver County,44,66,4125
36,55,39,35,OH,Cuyahoga County,44,62,2495
36,55,53,33,WA,King County,43,55,3168
36,55,11,1,DC,District of Columbia,42,51,3498
36,55,12,71,FL,Lee County,41,63,2355
36,55,12,99,FL,Palm Beach County,39,63,2341
36,55,36,9,NY,Cattaraugus County,38,56,2713
36,55,36,99,NY,Seneca County,38,50,1792
36,55,12,115,FL,Sarasota County,37,48,2769
36,55,24,31,MD,Montgomery County,36,50,3731
36,55,34,17,NJ,Hudson County,35,57,4061
36,55,48,453,TX,Travis County,35,75,3940
36,55,36,11,NY,Cayuga County,34,54,1847
36,55,36,71,NY,Orange County,34,48,2468
36,55,36,89,NY,St. Lawrence County,34,38,1905
36,55,36,91,NY,Saratoga County,34,39,1855
36,55,51,59,VA,Fairfax County,34,58,3272
36,55,6,1,CA,Alameda County,32,53,5559
36,55,36,53,NY,Madison County,32,35,1527
36,55,9,110,CT,Capitol Planning Region,31,50,2401
36,55,12,9,FL,Brevard County,31,48,1620
36,55,12,105,FL,Polk County,31,55,1328
36,55,36,27,NY,Dutchess County,31,47,1373
36,55,39,49,OH,Franklin County,31,67,2120
36,55,48,113,TX,Dallas County,31,51,2179
36,55,36,83,NY,Rensselaer County,30,35,1748
36,55,12,31,FL,Duval County,29,48,1640
36,55,48,29,TX,Bexar County,29,53,1995
36,55,12,127,FL,Volusia County,28,48,1367
36,55,13,89,GA,DeKalb County,28,51,1409
36,55,34,23,NJ,Middlesex County,28,34,1349
36,55,34,27,NJ,Morris County,28,50,4239
36,55,9,190,CT,Western Connecticut Planning Regi,27,52,3536
36,55,25,27,MA,Worcester County,26,36,1771
36,55,6,85,CA,Santa Clara County,25,45,5392
36,55,12,21,FL,Collier County,25,37,3981
36,55,12,86,FL,Miami-Dade County,25,42,2268
36,55,34,3,NJ,Bergen County,25,40,2130
36,55,47,37,TN,Davidson County,25,44,1276
36,55,48,439,TX,Tarrant County,25,39,980
36,55,13,121,GA,Fulton County,24,39,1320
36,55,24,510,MD,Baltimore city,24,35,1903
36,55,42,49,PA,Erie County,24,32,885
36,55,48,85,TX,Collin County,24,51,1600
36,55,50,7,VT,Chittenden County,24,43,1751
36,55,25,9,MA,Essex County,23,35,1682
36,55,26,125,MI,Oakland County,23,35,2436
36,55,34,13,NJ,Essex County,23,30,1135
36,55,36,87,NY,Rockland County,23,39,1984
36,55,36,93,NY,Schenectady County,23,40,1781
36,55,6,59,CA,Orange County,22,30,3512
36,55,12,101,FL,Pasco County,22,34,1170
36,55,24,5,MD,Baltimore County,22,28,1526
36,55,24,33,MD,Prince George's County,22,31,1704
36,55,42,91,PA,Montgomery County,22,28,1344
36,55,27,53,MN,Hennepin County,21,25,1946
36,55,36,23,NY,Cortland County,21,23,832
36,55,4,19,AZ,Pima County,20,28,783
36,55,12,69,FL,Lake County,20,31,833
36,55,25,21,MA,Norfolk County,20,34,2194
36,55,34,31,NJ,Passaic County,20,35,866
36,55,36,77,NY,Otsego County,20,35,1696
36,55,36,85,NY,Richmond County,20,34,1086
36,55,39,61,OH,Hamilton County,20,39,1494
36,55,48,491,TX,Williamson County,20,30,1848
36,55,49,35,UT,Salt Lake County,20,33,960
36,57,36,35,NY,Fulton County,288,555,12837
36,57,36,93,NY,Schenectady County,171,283,7254
36,57,36,91,NY,Saratoga County,87,132,4825
36,57,36,1,NY,Albany County,78,132,3602
36,57,36,95,NY,Schoharie County,55,121,2592
36,57,36,43,NY,Herkimer County,41,64,1381
36,57,36,83,NY,Rensselaer County,32,51,1376
36,57,36,81,NY,Queens County,31,66,2080
36,59,36,81,NY,Queens County,11798,23896,1108768
36,59,36,103,NY,Suffolk County,4025,6291,585283
36,59,36,47,NY,Kings County,2890,5480,329770
36,59,36,61,NY,New York County,1588,2712,490166
36,59,36,5,NY,Bronx County,511,881,40650
36,59,36,119,NY,Westchester County,349,543,45900
36,59,12,99,FL,Palm Beach County,310,436,46732
36,59,34,17,NJ,Hudson County,238,418,60529
36,59,6,37,CA,Los Angeles County,208,337,39024
36,59,34,3,NJ,Bergen County,178,321,24745
36,59,36,85,NY,Richmond County,162,294,20465
36,59,12,11,FL,Broward County,159,215,14508
36,59,12,86,FL,Miami-Dade County,124,198,66616
36,59,34,13,NJ,Essex County,111,196,15273
36,59,34,23,NJ,Middlesex County,104,183,34977
36,59,9,190,CT,Western Connecticut Planning Regi,101,178,22072
36,59,25,25,MA,Suffolk County,89,115,7185
36,59,6,73,CA,San Diego County,72,109,4786
36,59,17,31,IL,Cook County,72,120,11637
36,59,42,101,PA,Philadelphia County,71,99,4695
36,59,25,17,MA,Middlesex County,69,94,7254
36,59,36,71,NY,Orange County,69,114,5602
36,59,36,87,NY,Rockland County,65,114,7148
36,59,34,39,NJ,Union County,63,121,10918
36,59,48,201,TX,Harris County,57,106,3633
36,59,9,110,CT,Capitol Planning Region,53,86,4211
36,59,34,25,NJ,Monmouth County,53,95,5667
36,59,12,95,FL,Orange County,51,84,3246
36,59,37,119,NC,Mecklenburg County,51,71,2821
36,59,53,33,WA,King County,51,95,11191
36,59,36,29,NY,Erie County,50,65,3344
36,59,4,13,AZ,Maricopa County,49,76,3512
36,59,11,1,DC,District of Columbia,49,59,4394
36,59,36,1,NY,Albany County,49,65,3213
36,59,6,1,CA,Alameda County,48,71,5923
36,59,12,57,FL,Hillsborough County,47,73,3288
36,59,37,183,NC,Wake County,45,75,4434
36,59,6,85,CA,Santa Clara County,44,72,8812
36,59,9,170,CT,South Central Connecticut Plannin,44,65,3468
36,59,32,3,NV,Clark County,44,61,2554
36,59,34,27,NJ,Morris County,44,69,3924
36,59,36,27,NY,Dutchess County,43,62,3789
36,59,6,75,CA,San Francisco County,41,58,12142
36,59,12,111,FL,St. Lucie County,41,58,2571
36,59,34,31,NJ,Passaic County,41,69,4127
36,59,51,59,VA,Fairfax County,41,68,3930
36,59,36,55,NY,Monroe County,40,64,2802
36,59,12,71,FL,Lee County,38,55,7675
36,59,24,31,MD,Montgomery County,38,58,3761
36,59,6,59,CA,Orange County,37,73,6050
36,59,13,121,GA,Fulton County,37,63,34869
36,59,12,115,FL,Sarasota County,34,45,3478
36,59,13,135,GA,Gwinnett County,34,66,1642
36,59,25,21,MA,Norfolk County,34,68,6156
36,59,34,29,NJ,Ocean County,34,55,2067
36,59,36,111,NY,Ulster County,34,43,2730
36,59,51,13,VA,Arlington County,33,43,7523
36,59,24,510,MD,Baltimore city,32,57,5234
36,59,42,91,PA,Montgomery County,32,56,3318
36,59,36,7,NY,Broome County,31,47,1713
36,59,12,21,FL,Collier County,30,45,5174
36,59,12,103,FL,Pinellas County,30,47,2370
36,59,48,113,TX,Dallas County,30,48,2156
36,59,42,89,PA,Monroe County,28,48,1635
36,59,12,101,FL,Pasco County,27,38,983
36,59,34,21,NJ,Mercer County,27,45,3021
36,59,48,453,TX,Travis County,27,39,4889
36,59,9,120,CT,Greater Bridgeport Planning Regio,26,45,2527
36,59,9,140,CT,Naugatuck Valley Planning Region,26,45,2171
36,59,36,67,NY,Onondaga County,26,42,2697
36,59,42,3,PA,Allegheny County,26,48,2274
36,59,42,77,PA,Lehigh County,26,43,2354
36,59,44,7,RI,Providence County,26,46,2346
36,59,12,97,FL,Osceola County,25,42,1093
36,59,24,5,MD,Baltimore County,25,42,1722
36,59,42,79,PA,Luzerne County,25,50,2912
36,59,12,81,FL,Manatee County,24,42,1930
36,59,13,67,GA,Cobb County,24,33,2275
36,59,24,33,MD,Prince George's County,24,40,1341
36,59,34,35,NJ,Somerset County,24,35,2916
36,59,42,103,PA,Pike County,24,44,1957
36,59,8,31,CO,Denver County,23,30,1975
36,59,12,117,FL,Seminole County,23,48,1581
36,59,36,91,NY,Saratoga County,23,30,1759
36,59,36,105,NY,Sullivan County,23,37,1940
36,59,12,9,FL,Brevard County,21,26,420
36,59,36,39,NY,Greene County,21,31,1801
36,59,39,49,OH,Franklin County,21,34,1765
36,59,12,105,FL,Polk County,20,33,746
36,59,13,89,GA,DeKalb County,20,31,630
36,59,34,5,NJ,Burlington County,20,29,1824
36,59,36,79,NY,Putnam County,20,28,1480
36,59,45,51,SC,Horry County,20,27,750
36,61,36,47,NY,Kings County,8428,10829,1409466
36,61,36,5,NY,Bronx County,5149,8423,226845
36,61,36,81,NY,Queens County,4497,6088,475702
36,61,36,119,NY,Westchester County,2569,3496,670210
36,61,6,37,CA,Los Angeles County,2290,2697,412947
36,61,36,59,NY,Nassau County,2088,2637,371738
36,61,36,103,NY,Suffolk County,1733,2486,1059110
36,61,34,17,NJ,Hudson County,1657,2079,233471
36,61,9,190,CT,Western Connecticut Planning Regi,1613,1902,362369
36,61,6,75,CA,San Francisco County,1610,1813,666232
36,61,17,31,IL,Cook County,1575,1747,215814
36,61,34,3,NJ,Bergen County,1481,1924,292673
36,61,25,25,MA,Suffolk County,1230,1345,330945
36,61,11,1,DC,District of Columbia,1177,1296,155324
36,61,25,17,MA,Middlesex County,1133,1264,135620
36,61,53,33,WA,King County,909,1066,200869
36,61,42,101,PA,Philadelphia County,901,1038,96250
36,61,12,86,FL,Miami-Dade County,897,1100,203220
36,61,34,13,NJ,Essex County,780,1031,209292
36,61,6,85,CA,Santa Clara County,752,898,177150
36,61,34,25,NJ,Monmouth County,634,760,108680
36,61,34,27,NJ,Morris County,576,660,102661
36,61,24,31,MD,Montgomery County,573,644,73142
36,61,6,1,CA,Alameda County,563,639,94817
36,61,12,99,FL,Palm Beach County,554,678,262130
36,61,6,59,CA,Orange County,552,626,77776
36,61,13,121,GA,Fulton County,536,622,71287
36,61,6,73,CA,San Diego County,513,581,61982
36,61,34,23,NJ,Middlesex County,510,611,111788
36,61,48,201,TX,Harris County,506,618,84816
36,61,48,453,TX,Travis County,472,546,71894
36,61,9,170,CT,South Central Connecticut Plannin,467,549,55565
36,61,48,113,TX,Dallas County,467,546,59706
36,61,36,85,NY,Richmond County,465,717,65354
36,61,51,59,VA,Fairfax County,465,525,67570
36,61,34,39,NJ,Union County,437,536,74603
36,61,12,11,FL,Broward County,424,534,60783
36,61,25,21,MA,Norfolk County,410,447,46809
36,61,34,35,NJ,Somerset County,377,417,56932
36,61,37,119,NC,Mecklenburg County,377,423,63049
36,61,42,91,PA,Montgomery County,372,416,46973
36,61,9,110,CT,Capitol Planning Region,367,412,35096
36,61,4,13,AZ,Maricopa County,352,409,65544
36,61,34,21,NJ,Mercer County,317,391,54156
36,61,42,3,PA,Allegheny County,309,337,34186
36,61,36,87,NY,Rockland County,307,396,51805
36,61,51,13,VA,Arlington County,303,333,40641
36,61,8,31,CO,Denver County,293,331,33643
36,61,36,27,NY,Dutchess County,285,402,73521
36,61,9,120,CT,Greater Bridgeport Planning Regio,284,328,39148
36,61,6,81,CA,San Mateo County,277,344,76663
36,61,27,53,MN,Hennepin County,272,309,33910
36,61,26,125,MI,Oakland County,262,301,31069
36,61,37,183,NC,Wake County,260,299,29371
36,61,36,71,NY,Orange County,259,358,27577
36,61,12,95,FL,Orange County,246,319,23091
36,61,34,31,NJ,Passaic County,235,307,19248
36,61,24,510,MD,Baltimore city,234,283,37918
36,61,6,13,CA,Contra Costa County,229,264,31455
36,61,12,57,FL,Hillsborough County,222,264,21426
36,61,42,29,PA,Chester County,222,237,24740
36,61,26,161,MI,Washtenaw County,220,240,35230
36,61,36,29,NY,Erie County,218,245,23171
36,61,36,55,NY,Monroe County,216,240,19999
36,61,39,35,OH,Cuyahoga County,208,244,21533
36,61,42,17,PA,Bucks County,208,234,38592
36,61,39,49,OH,Franklin County,207,232,21505
36,61,25,9,MA,Essex County,203,222,25707
36,61,44,7,RI,Providence County,202,229,19310
36,61,36,1,NY,Albany County,191,238,35868
36,61,37,63,NC,Durham County,184,210,16556
36,61,47,37,TN,Davidson County,181,202,35293
36,61,13,89,GA,DeKalb County,178,197,17969
36,61,42,45,PA,Delaware County,176,193,24902
36,61,36,109,NY,Tompkins County,173,196,13957
36,61,36,67,NY,Onondaga County,169,189,14709
36,61,41,51,OR,Multnomah County,168,190,21968
36,61,32,3,NV,Clark County,167,212,25951
36,61,34,29,NJ,Ocean County,167,217,38158
36,61,49,35,UT,Salt Lake County,167,207,37408
36,61,36,111,NY,Ulster County,162,255,38622
36,61,24,5,MD,Baltimore County,160,180,17513
36,61,25,1,MA,Barnstable County,155,193,31782
36,61,25,27,MA,Worcester County,148,171,14672
36,61,26,163,MI,Wayne County,141,158,19737
36,61,48,85,TX,Collin County,138,159,20328
36,61,9,140,CT,Naugatuck Valley Planning Region,136,174,15717
36,61,29,189,MO,St. Louis County,136,150,17832
36,61,39,61,OH,Hamilton County,131,149,25051
36,61,10,3,DE,New Castle County,129,157,18107
36,61,17,97,IL,Lake County,128,142,17049
36,61,6,41,CA,Marin County,120,141,18236
36,61,45,19,SC,Charleston County,120,131,15377
36,61,6,65,CA,Riverside County,118,137,13198
36,61,12,31,FL,Duval County,115,147,11733
36,61,17,43,IL,DuPage County,115,128,13911
36,61,12,21,FL,Collier County,114,135,19291
36,61,13,135,GA,Gwinnett County,113,128,8794
36,61,25,23,MA,Plymouth County,112,119,12027
36,61,34,5,NJ,Burlington County,112,123,10983
36,61,9,160,CT,Northwest Hills Planning Region,111,188,41176
36,61,12,103,FL,Pinellas County,110,135,14562
36,61,15,3,HI,Honolulu County,110,150,12952
36,61,36,21,NY,Columbia County,110,170,51009
36,61,22,71,LA,Orleans Parish,109,121,9765
36,61,48,439,TX,Tarrant County,109,122,15932
36,61,55,25,WI,Dane County,109,122,8026
36,61,6,67,CA,Sacramento County,108,124,11547
36,61,42,77,PA,Lehigh County,107,157,7021
36,61,48,29,TX,Bexar County,106,129,9692
36,61,13,67,GA,Cobb County,105,128,10232
36,61,24,27,MD,Howard County,102,118,13039
36,61,6,111,CA,Ventura County,101,116,9579
36,61,34,7,NJ,Camden County,101,126,23734
36,61,51,107,VA,Loudoun County,99,125,13190
36,61,36,79,NY,Putnam County,98,145,31399
36,61,48,157,TX,Fort Bend County,92,104,10955
36,61,51,760,VA,Richmond city,91,102,17037
36,61,6,83,CA,Santa Barbara County,86,106,8660
36,61,12,71,FL,Lee County,86,107,16057
36,61,25,3,MA,Berkshire County,86,138,28698
36,61,36,105,NY,Sullivan County,86,144,17978
36,61,24,3,MD,Anne Arundel County,85,99,9202
36,61,12,115,FL,Sarasota County,83,102,12592
36,61,20,91,KS,Johnson County,83,94,10753
36,61,23,5,ME,Cumberland County,82,96,9572
36,61,47,157,TN,Shelby County,82,94,7912
36,61,51,3,VA,Albemarle County,82,95,10165
36,61,8,5,CO,Arapahoe County,81,88,9961
36,61,24,33,MD,Prince George's County,81,88,6744
36,61,36,91,NY,Saratoga County,81,93,11259
36,61,34,19,NJ,Hunterdon County,80,91,9808
36,61,8,13,CO,Boulder County,79,90,13234
36,61,4,19,AZ,Pima County,78,90,7276
36,61,25,15,MA,Hampshire County,77,84,7260
36,61,42,95,PA,Northampton County,74,87,22313
36,61,6,71,CA,San Bernardino County,72,83,5933
36,61,33,9,NH,Grafton County,72,84,8122
36,61,33,15,NH,Rockingham County,71,75,7694
36,61,42,71,PA,Lancaster County,71,73,6385
36,61,42,89,PA,Monroe County,71,117,9890
36,61,18,97,IN,Marion County,70,88,6396
36,61,34,1,NJ,Atlantic County,69,87,7592
36,61,55,79,WI,Milwaukee County,69,76,7687
36,61,37,135,NC,Orange County,68,85,8341
36,61,29,510,MO,St. Louis city,67,72,4820
36,61,48,121,TX,Denton County,67,74,6247
36,61,51,810,VA,Virginia Beach city,66,90,6786
36,61,12,117,FL,Seminole County,65,77,5362
36,61,33,11,NH,Hillsborough County,65,69,6127
36,61,36,7,NY,Broome County,65,80,6548
36,61,50,7,VT,Chittenden County,65,70,4745
36,61,29,95,MO,Jackson County,64,77,5765
36,61,36,83,NY,Rensselaer County,61,72,6506
36,61,9,130,CT,Lower Connecticut River Valley Pl,60,80,9328
36,61,18,57,IN,Hamilton County,60,70,6846
36,61,21,111,KY,Jefferson County,60,67,6262
36,61,26,81,MI,Kent County,60,66,5015
36,61,51,87,VA,Henrico County,60,68,8055
36,61,51,510,VA,Alexandria city,60,67,7274
36,61,51,540,VA,Charlottesville city,60,66,4946
36,61,42,79,PA,Luzerne County,58,80,2883
36,61,9,180,CT,Southeastern Connecticut Planning,56,72,9583
36,61,25,5,MA,Bristol County,56,57,5163
36,61,41,67,OR,Washington County,56,62,5510
36,61,51,153,VA,Prince William County,56,60,4398
36,61,8,59,CO,Jefferson County,54,60,6786
36,61,12,109,FL,St. Johns County,54,61,5681
36,61,37,81,NC,Guilford County,53,65,6699
36,61,12,97,FL,Osceola County,52,71,3377
36,61,37,67,NC,Forsyth County,52,59,4873
36,61,42,11,PA,Berks County,52,74,3263
36,61,34,37,NJ,Sussex County,51,74,12372
36,61,40,109,OK,Oklahoma County,51,67,4976
36,61,49,49,UT,Utah County,51,73,3623
36,61,25,13,MA,Hampden County,50,53,4829
36,61,6,97,CA,Sonoma County,49,56,7255
36,61,10,5,DE,Sussex County,48,55,5521
36,61,13,51,GA,Chatham County,48,52,4036
36,61,44,5,RI,Newport County,48,59,6575
36,61,44,9,RI,Washington County,48,57,6946
36,61,8,35,CO,Douglas County,47,57,5743
36,61,42,27,PA,Centre County,47,60,4378
36,61,53,61,WA,Snohomish County,46,53,6024
36,61,27,123,MN,Ramsey County,45,48,3336
36,61,48,491,TX,Williamson County,45,55,6333
36,61,12,1,FL,Alachua County,44,57,3433
36,61,45,13,SC,Beaufort County,44,51,10729
36,61,1,73,AL,Jefferson County,43,53,3942
36,61,12,81,FL,Manatee County,43,52,4237
36,61,36,65,NY,Oneida County,43,53,2145
36,61,12,9,FL,Brevard County,42,56,4208
36,61,12,61,FL,Indian River County,42,46,7378
36,61,48,339,TX,Montgomery County,42,52,4892
36,61,12,73,FL,Leon County,41,47,3491
36,61,35,1,NM,Bernalillo County,41,53,4069
36,61,39,153,OH,Summit County,41,44,5946
36,61,21,67,KY,Fayette County,40,46,4008
36,61,17,19,IL,Champaign County,39,39,2058
36,61,45,79,SC,Richland County,39,63,4666
36,61,36,93,NY,Schenectady County,38,41,2581
36,61,42,41,PA,Cumberland County,38,42,2215
36,61,8,41,CO,El Paso County,37,41,2712
36,61,12,127,FL,Volusia County,37,42,2365
36,61,36,39,NY,Greene County,37,61,6070
36,61,39,41,OH,Delaware County,37,43,5267
36,61,37,129,NC,New Hanover County,36,40,2591
36,61,16,1,ID,Ada County,35,42,4181
36,61,24,21,MD,Frederick County,35,40,3127
36,61,32,31,NV,Washoe County,35,41,3933
36,61,42,103,PA,Pike County,35,57,5455
36,61,48,141,TX,El Paso County,35,39,3131
36,61,51,41,VA,Chesterfield County,35,55,2697
36,61,17,197,IL,Will County,34,40,5886
36,61,18,105,IN,Monroe County,34,36,2713
36,61,31,55,NE,Douglas County,34,36,9082
36,61,34,9,NJ,Cape May County,34,35,6450
36,61,42,43,PA,Dauphin County,34,40,2616
36,61,42,69,PA,Lackawanna County,34,37,3400
36,61,44,3,RI,Kent County,34,44,3441
36,61,45,45,SC,Greenville County,34,38,2825
36,61,47,187,TN,Williamson County,34,35,2929
36,61,6,113,CA,Yolo County,33,35,2098
36,61,27,37,MN,Dakota County,33,34,3931
36,61,18,141,IN,St. Joseph County,32,34,1480
36,61,18,157,IN,Tippecanoe County,32,33,1799
36,61,23,31,ME,York County,32,34,3198
36,61,26,65,MI,Ingham County,32,34,2952
36,61,26,99,MI,Macomb County,32,42,2528
36,61,41,5,OR,Clackamas County,32,38,3739
36,61,53,11,WA,Clark County,32,36,2698
36,61,6,53,CA,Monterey County,31,34,3441
36,61,6,87,CA,Santa Cruz County,31,41,4456
36,61,13,117,GA,Forsyth County,31,35,3117
36,61,22,33,LA,East Baton Rouge Parish,31,41,2350
36,61,40,143,OK,Tulsa County,31,37,2417
36,61,42,133,PA,York County,31,38,2988
36,61,49,43,UT,Summit County,31,45,5773
36,61,53,53,WA,Pierce County,31,42,2077
36,61,12,101,FL,Pasco County,30,37,2805
36,61,22,51,LA,Jefferson Parish,30,35,2617
36,61,24,25,MD,Harford County,30,31,2221
36,61,37,179,NC,Union County,30,37,4574
36,61,47,93,TN,Knox County,30,36,1966
36,61,5,119,AR,Pulaski County,29,30,1960
36,61,17,89,IL,Kane County,29,32,4278
36,61,37,21,NC,Buncombe County,29,33,4020
36,61,50,25,VT,Windham County,29,47,9148
36,61,55,133,WI,Waukesha County,29,29,2299
36,61,12,85,FL,Martin County,28,32,4213
36,61,12,105,FL,Polk County,28,35,1847
36,61,12,111,FL,St. Lucie County,28,32,2757
36,61,13,59,GA,Clarke County,28,37,2120
36,61,19,153,IA,Polk County,28,32,2136
36,61,36,25,NY,Delaware County,28,51,7363
36,61,39,95,OH,Lucas County,27,30,2052
36,61,39,165,OH,Warren County,27,29,3616
36,61,51,710,VA,Norfolk city,27,39,1461
36,61,6,61,CA,Placer County,26,26,2679
36,61,6,95,CA,Solano County,26,26,1757
36,61,39,113,OH,Montgomery County,26,28,3468
36,61,48,215,TX,Hidalgo County,25,26,2378
36,61,1,89,AL,Madison County,24,28,3084
36,61,12,87,FL,Monroe County,24,27,3892
36,61,19,103,IA,Johnson County,24,26,1408
36,61,35,49,NM,Santa Fe County,24,28,2758
36,61,36,69,NY,Ontario County,24,27,2032
36,61,45,91,SC,York County,24,33,1646
36,61,47,65,TN,Hamilton County,24,30,3507
36,61,8,69,CO,Larimer County,23,24,1980
36,61,8,97,CO,Pitkin County,23,28,2447
36,61,27,109,MN,Olmsted County,23,23,1555
36,61,34,15,NJ,Gloucester County,23,25,2419
36,61,5,7,AR,Benton County,22,25,2430
36,61,41,39,OR,Lane County,22,24,806
36,61,45,63,SC,Lexington County,21,27,1058
36,61,6,17,CA,El Dorado County,20,20,2994
36,61,6,77,CA,San Joaquin County,20,27,1480
36,61,25,19,MA,Nantucket County,20,25,4071
36,61,48,167,TX,Galveston County,20,26,1229
36,61,51,550,VA,Chesapeake city,20,21,1182
36,63,36,29,NY,Erie County,2310,3716,129251
36,63,36,73,NY,Orleans County,107,179,4452
36,63,36,55,NY,Monroe County,94,151,4090
36,63,36,37,NY,Genesee County,38,59,1386
36,63,36,13,NY,Chautauqua County,29,36,1441
36,63,36,81,NY,Queens County,28,65,1621
36,63,36,121,NY,Wyoming County,24,30,1076
36,63,36,9,NY,Cattaraugus County,23,51,721
36,65,36,43,NY,Herkimer County,437,736,21604
36,65,36,53,NY,Madison County,392,667,18278
36,65,36,67,NY,Onondaga County,212,310,10989
36,65,36,49,NY,Lewis County,77,129,3796
36,65,36,5,NY,Bronx County,71,127,2488
36,65,36,75,NY,Oswego County,69,125,2699
36,65,36,81,NY,Queens County,62,119,2562
36,65,36,47,NY,Kings County,59,104,2103
36,65,36,55,NY,Monroe County,58,75,2377
36,65,36,77,NY,Otsego County,57,82,2656
36,65,36,1,NY,Albany County,47,69,2670
36,65,36,61,NY,New York County,45,63,3054
36,65,36,29,NY,Erie County,43,62,1928
36,65,36,17,NY,Chenango County,38,57,1619
36,65,36,103,NY,Suffolk County,37,63,2419
36,65,36,45,NY,Jefferson County,35,60,1758
36,65,36,83,NY,Rensselaer County,32,48,1348
36,65,36,91,NY,Saratoga County,31,55,2883
36,65,36,93,NY,Schenectady County,29,49,2203
36,65,36,57,NY,Montgomery County,25,37,851
36,65,36,27,NY,Dutchess County,23,35,1407
36,65,36,35,NY,Fulton County,23,33,1353
36,65,36,119,NY,Westchester County,22,41,1188
36,65,4,13,AZ,Maricopa County,21,34,1632
36,65,36,59,NY,Nassau County,21,34,1616
36,65,36,89,NY,St. Lawrence County,21,37,1208
36,67,36,75,NY,Oswego County,793,1287,42061
36,67,36,53,NY,Madison County,408,609,29911
36,67,36,11,NY,Cayuga County,343,524,21299
36,67,36,65,NY,Oneida County,335,500,18603
36,67,36,55,NY,Monroe County,228,309,13087
36,67,36,45,NY,Jefferson County,153,239,9653
36,67,36,29,NY,Erie County,142,205,8751
36,67,36,23,NY,Cortland County,136,198,8694
